Family,Supertype,Switch Type,Model,Switch Category,Downlink Type,Downlink Port Count,Downlink Port speed,Uplink Port type,Uplink port count,Uplink Speed,Modules supported,Line Cards Supported,PoE type,Unified Architecture,Fans,Stacking,Power supply,Layer3 support,Features,Description,Notes,Datasheet
Catalyst,C9350 SmartSwitch,Rack,C9350-24U,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 24x UPOE 1G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-48U,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 48x UPOE 1G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-48TX,Access,Copper,48,10G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 48x 10G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-24HX,Access,Copper,24,10G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 24x UPOE+ 10G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-48HX,Access,Copper,48,10G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 48x UPOE+ 10G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-48HXN,Access,Copper,48,5G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 48x UPOE+ 5G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Module,C9350-NM-4C,Access,,,,Fiber,4,100Gbps,,,,No,,,,,,C9350 SmartSwitch: 4x 100Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Module,C9350-NM-2C,Access,,,,Fiber,2,100Gbps,,,,No,,,,,,C9350 SmartSwitch: 2x 100Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Module,C9350-NM-8Y,Access,,,,Fiber,8,25Gbps,,,,No,,,,,,C9350 SmartSwitch: 8x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9550 SmartSwitch,Rack,C9550-24L4CD,"Core,Distribution",Fiber,24,50G,Fiber,4,400Gbps,,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan","C9550 SmartSwitch: 24 ports 50/25/10/1G downlinks, four 100/40G or two 400G ports as fixed uplinks",,https://www.cisco.com/c/en/us/products/collateral/networking/switches/c9550-series-smart-switches-ds.html
Catalyst,C9550 SmartSwitch,Rack,C9550-48L4CD,"Core,Distribution",Fiber,48,50G,Fiber,4,400Gbps,,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan","C9550 SmartSwitch: 48 ports 50/25/10/1G downlinks, four 100/40G or two 400G ports as fixed uplinks",,https://www.cisco.com/c/en/us/products/collateral/networking/switches/c9550-series-smart-switches-ds.html
Catalyst,C9550 SmartSwitch,Rack,C9550-96L4D,"Core,Distribution",Fiber,96,50G,Fiber,4,400Gbps,,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan","C9550 SmartSwitch: 96 ports 50/25/10/1G downlinks, four 400/100/40G ports as fixed uplinks",,https://www.cisco.com/c/en/us/products/collateral/networking/switches/c9550-series-smart-switches-ds.html
Catalyst,C9610 SmartSwitch,Chassis,C9610R,"Core,Distribution","Copper, Fiber",384,Modular,Modular,Modular,Modular,No,8,Dependent on Line Card,Yes,Redundant Tray,No,Up to 8 PSUs,Full L3,"Stacking,  Redundant PSU, Fan",C9610 SmartSwitch: 384x Dependent on Line Card Modular downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9610 SmartSwitch,Line Card,C9610-LC-32CD,"Core,Distribution",Fiber,32,"100G, 400G",,,,,,,No,,,,,,C9610 SmartSwitch: 32x 100G / 400G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9610 SmartSwitch,Line Card,C9610-LC-40YL4CD,"Core,Distribution",Fiber,44,"25G, 100G",,,,,,,No,,,,,,C9610 SmartSwitch: 44x 25G / 100G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9610 SmartSwitch,Line Card,C9600X-LC-32CD,"Core,Distribution",Fiber,32,"100G, 400G",,,,,,,No,,,,,,C9610 SmartSwitch: 32x 100G / 400G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9610 SmartSwitch,Line Card,C9600-LC-40YL4CD,"Core,Distribution",Fiber,44,"25G, 100G",,,,,,,No,,,,,,C9610 SmartSwitch: 44x 25G / 100G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9610 SmartSwitch,Line Card,C9600X-LC-56YL4C,"Core,Distribution",Fiber,60,"25G, 100G",,,,,,,No,,,,,,C9610 SmartSwitch: 60x 25G / 100G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9610 SmartSwitch,Line Card,C9600-LC-48TX,"Core,Distribution",Copper,48,10G,,,,,,,No,,,,,Multigigabit,C9610 SmartSwitch: 48x 10G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,IE1000,Rugged,IE-1000-4T1T-LM,Access,Copper,5,100M,Copper,1,100M,,,,No,,,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power","IE1000 with 4 FE Copper ports and 1 FE Copper uplinks, Rugged",,
Catalyst,IE1000,Rugged,IE-1000-6T2T-LM,Access,Copper,6,100M,Copper,2,100M,,,,No,,,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power","IE1000 with 6 FE Copper ports and 2 FE Copper uplinks, Rugged",,
Catalyst,IE1000,Rugged,IE-1000-4P2S-LM,Access,Copper,4,1G,Fiber,2,1Gbps,,,PoE+,No,,,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power","IE1000 with 4 FE Copper PoE+ ports and 2 GE SFP uplinks, Rugged",,
Catalyst,IE1000,Rugged,IE-1000-8P2S-LM,Access,Copper,8,1G,Fiber,2,1Gbps,,,PoE+,No,,,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power","IE1000 with 8 FE Copper PoE+ ports and 2 GE SFP uplinks, Rugged",,
Catalyst,IE3100,Rugged,IE-3100-4T2S,Access,Copper,4,1G,Fiber,2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power",IE3100: 4x 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-8T2C,Access,Copper,8,1G,"Copper, Fiber",2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power",IE3100: 8x 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-8T4S,Access,Copper,8,1G,Fiber,4,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power",IE3100: 8x 1G Copper downlinks and 4x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-18T2C,Access,Copper,18,1G,"Copper, Fiber",2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power",IE3100: 18x 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-18T2C-CC,Access,Copper,18,1G,"Copper, Fiber",2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power","IE3100: 18x 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged, Conformal Coating",,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3105-8T2C,Access,Copper,8,1G,"Copper, Fiber",2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged,  Redundant PSU, DC Power",IE3100: 8x 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3105-18T2C,Access,Copper,18,1G,"Copper, Fiber",2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged,  Redundant PSU, DC Power",IE3100: 18x 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-4P2S,Access,Copper,4,1G,Fiber,2,1Gbps,No,No,PoE+,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power",IE3100: 4x PoE+ 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-3P1U2S,Access,Copper,4,1G,Fiber,2,1Gbps,No,No,4PPoE,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power",IE3100: 4x 4PPoE 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-8P2C,Access,Copper,8,1G,"Copper, Fiber",2,1Gbps,No,No,PoE+,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power",IE3100: 8x PoE+ 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100-6P2U2C,Access,Copper,8,1G,"Copper, Fiber",2,1Gbps,No,No,4PPoE,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power",IE3100: 8x 4PPoE 1G Copper downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-rugged-series/catalyst-ie3100-rugged-series-ds.html
Catalyst,IE3100,Rugged,IE-3100H-6FT2T-E,Access,Copper,6,100M,Copper,2,1Gbps,No,No,,No,Fanless,No,Single DC,Layer 2 Access,"rugged, DC power, Heavyduty","IE3100: IP67 w/6FE 2GE M12 Ports, Rugged Heavy Duty",,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-heavy-duty-series/catalyst-ie3100-heavy-duty-series-ds.html#Orderinginformation
Catalyst,IE3100,Rugged,IE-3100H-8T-E,Access,Copper,8,1G,,,,No,No,,No,Fanless,No,Single DC,Layer 2 Access,"rugged, DC power, Heavyduty","IE3100: IP67 w/8GE M12 Ports, Rugged Heavy Duty",,https://www.cisco.com/c/en/us/products/collateral/networking/industrial-switches/catalyst-ie3100-heavy-duty-series/catalyst-ie3100-heavy-duty-series-ds.html#Orderinginformation
Catalyst,IE3200,Rugged,IE-3200-8T2S,Access,Copper,8,1G,Fiber,2,1Gbps,No,No,,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, Redundant PSU, DC Power",IE-3200: 8x 1G Copper downlinks and 2x 1G SFP Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3200-rugged-series/cat-ie3200-rugged-series-ds.html
Catalyst,IE3200,Rugged,IE-3200-8P2S,Access,Copper,8,1G,Fiber,2,1Gbps,No,No,PoE+,No,Fanless,No,Dual DC,Layer 2 Access,"rugged, PoE, Redundant PSU, DC Power",IE-3200: 8x PoE+ 1G Copper downlinks and 2x 1G SFP Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3200-rugged-series/cat-ie3200-rugged-series-ds.html
Catalyst,IE3300,Rugged,IE-3300-8P2S,Access,Copper,8,1G,Fiber,2,1Gbps,Yes,No,PoE+,No,Fanless,No,Dual DC,Basic L3,"rugged, PoE,  Redundant PSU, DC power",IE3300: 8x PoE+ 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3300-rugged-series/catalyst-ie3300-rugged-series-ds.html
Catalyst,IE3300,Rugged,IE-3300-8U2X,Access,Copper,8,1G,Fiber,2,10Gbps,Yes,No,4PPoE,No,Fanless,No,Dual DC,Basic L3,"rugged, PoE,  Redundant PSU, DC power",IE3300: 8x 4PPoE 1G Copper downlinks and 2x 10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3300-rugged-series/catalyst-ie3300-rugged-series-ds.html
Catalyst,IE3300,Rugged,IE-3300-8T2S,Access,Copper,8,1G,Fiber,2,1Gbps,Yes,No,,No,Fanless,No,Dual DC,Basic L3,"rugged,  Redundant PSU, DC Power",IE3300: 8x 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie3300-rugged-series/series.html
Catalyst,IE3300,Rugged,IE-3300-8T2X,Access,Copper,8,1G,Fiber,2,10Gbps,Yes,No,,No,Fanless,No,Dual DC,Basic L3,"rugged,  Redundant PSU, DC Power",IE3300: 8x 1G Copper downlinks and 2x 10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie3300-rugged-series/series.html
Catalyst,IE3300,Module,IEM-3300-8T,Access,Copper,8,1G,,,,,,,No,Fanless,,,,rugged,IE3300: 8x 1G Copper downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-8P,Access,Copper,8,1G,,,,,,PoE+,No,Fanless,,,,"rugged, PoE",IE3300: 8x PoE+ 1G Copper downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-8S,Access,Fiber,8,1G,,,,,,,No,Fanless,,,,rugged,IE3300: 8x 1G Fiber downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-16T,Access,Copper,16,1G,,,,,,,No,Fanless,,,,rugged,IE3300: 16x 1G Copper downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-16P,Access,Copper,16,1G,,,,,,PoE+,No,Fanless,,,,"rugged, PoE",IE3300: 16x PoE+ 1G Copper downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-6T2S,Access,"Copper, Fiber",8,1G,,,,,,,No,Fanless,,,,rugged,IE3300: 8x 1G Copper/ Fiber downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-14T2S,Access,"Copper, Fiber",16,1G,,,,,,,No,Fanless,,,,rugged,IE3300: 16x 1G Copper/ Fiber downlinks Rugged,,
Catalyst,IE3300,Module,IEM-3300-4MU,Access,Copper,4,2.5G,,,,,,4PPoE,No,Fanless,,,,"rugged, PoE, Multigigabit",IE3300: 4x 4PPoE 2.5G Copper downlinks Rugged,,
Catalyst,IE3400,Rugged,IE-3400-8T2S,Access,Copper,8,1G,Fiber,2,1Gbps,Yes,No,,No,Fanless,No,Dual DC,Basic L3,"rugged, Redundant PSU, DC power",IE3400: 8x 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Rugged,IE-3400-8P2S,Access,Copper,8,1G,Fiber,2,1Gbps,Yes,No,PoE+,No,Fanless,No,Dual DC,Basic L3,"rugged, PoE, Redundant PSU, DC power",IE3400: 8x PoE+ 1G Copper downlinks and 2x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Rugged,IE-3400H-8FT,Access,Copper,8,100M,,,,No,No,,No,Fanless,No,Single DC,Basic L3,"rugged, DC power, Heavyduty","Catalyst IE3400 Heavy Duty w/ 8 FE M12 interfaces, IP67",Heavy Duty industrial switch with M12 connectors,
Catalyst,IE3400,Rugged,IE-3400H-16FT,Access,Copper,16,100M,,,,No,No,,No,Fanless,No,Single DC,Basic L3,"rugged, DC power, Heavyduty","Catalyst IE3400 Heavy Duty w/ 16 FE M12 interfaces, IP67",Heavy Duty industrial switch with M12 connectors,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Rugged,IE-3400H-24FT,Access,Copper,24,100M,,,,No,No,,No,Fanless,No,Single DC,Basic L3,"rugged, DC power, Heavyduty","Catalyst IE3400 Heavy Duty w/ 24 FE M12 interfaces, IP67",Heavy Duty industrial switch with M12 connectors,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Rugged,IE-3400H-8T,Access,Copper,8,1G,,,,No,No,,No,Fanless,No,Single DC,Basic L3,"rugged, DC power, Heavyduty","Catalyst IE3400 Heavy Duty w/ 8 GE M12 interfaces, IP67,",Heavy Duty industrial switch with M12 connectors,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Rugged,IE-3400H-16T,Access,Copper,16,1G,,,,No,No,,No,Fanless,No,Single DC,Basic L3,"rugged, DC power, Heavyduty","Catalyst IE3400 Heavy Duty w/ 16 GE M12 interfaces, IP67",Heavy Duty industrial switch with M12 connectors,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Rugged,IE-3400H-24T,Access,Copper,24,1G,,,,No,No,,No,Fanless,No,Single DC,Basic L3,"rugged, DC power, Heavyduty","Catalyst IE3400 Heavy Duty w/ 24 GE M12 interfaces, IP67",Heavy Duty industrial switch with M12 connectors,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-ie3400-rugged-series/cat-ie3400-rugged-series-ds.html
Catalyst,IE3400,Module,IEM-3300-8T,Access,Copper,8,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 8x 1G Copper downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-8P,Access,Copper,8,1G,,,,,,PoE+,No,Fanless,,,,"rugged, PoE",IE3400: 8x PoE+ 1G Copper downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-8S,Access,Fiber,8,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 8x 1G Fiber downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-16T,Access,Copper,16,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 16x 1G Copper downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-16P,Access,Copper,16,1G,,,,,,PoE+,No,Fanless,,,,"rugged, PoE",IE3400: 16x PoE+ 1G Copper downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-6T2S,Access,"Copper, Fiber",8,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 8x 1G Copper/ Fiber downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-14T2S,Access,"Copper, Fiber",16,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 16x 1G Copper/ Fiber downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3300-4MU,Access,Copper,4,2.5G,,,,,,4PPoE,No,Fanless,,,,"rugged, PoE, Multigigabit",IE3400: 4x 4PPoE 2.5G Copper downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3400-8T,Access,Copper,8,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 8x 1G Copper downlinks Rugged,,
Catalyst,IE3400,Module,IEM-3400-8S,Access,Fiber,8,1G,,,,,,,No,Fanless,,,,rugged,IE3400: 8x 1G Fiber downlinks Rugged,,
Catalyst,IE9300,Rugged,IE-9310-26S2C,Access,Fiber,24,1G,"Copper, Fiber",4,1Gbps,No,No,,No,Fanless,No,Dual DC,Basic L3,"rugged,  Redundant PSU, DC Power",IE9300: 26x 1G Fiber downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9320-26S2C,Access,Fiber,24,1G,"Copper, Fiber",4,1Gbps,No,No,,No,Fanless,Yes,Dual DC,Basic L3,"rugged, Stacking,  Redundant PSU, DC Power",IE9300: 26x 1G Fiber downlinks and 2x 1G Copper + Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9320-22S2C4X,Access,Fiber,24,1G,Fiber,4,10Gbps,No,No,,No,Fanless,Yes,Dual DC,Basic L3,"rugged, Stacking,  Redundant PSU, DC Power",IE9300: 24x 1G Fiber downlinks and 4x 10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9320-24P4S,Access,Copper,24,1G,Fiber,4,1Gbps,No,No,PoE+,No,Fanless,Yes,Dual DC,Basic L3,"rugged, PoE, Stacking,  Redundant PSU, DC Power",IE9300: 24x PoE+ 1G Copper downlinks and 4x 1G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9320-24T4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,No,,No,Fanless,Yes,Dual DC,Basic L3,"rugged, Stacking,  Redundant PSU, DC Power",IE9300: 24x 1G Copper downlinks and 4x 10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9320-24P4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,No,PoE+,No,Fanless,Yes,Dual DC,Basic L3,"rugged, PoE, Stacking,  Redundant PSU, DC Power",IE9300: 24x PoE+ 1G Copper downlinks and 4x 10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9320-16P8U4X,Access,Copper,24,"1G, 2.5G",Fiber,4,10Gbps,No,No,4PPoE,No,Fanless,Yes,Dual DC,Basic L3,"rugged, PoE, Stacking, Multigigabit,  Redundant PSU, DC Power",IE9300: 16 ports 1G Copper PoE+ and 8 ports 2.5G 4PPoE downlinks and 4x 1/10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Catalyst,IE9300,Rugged,IE-9310-16P8S4X,Access,"Copper, Fiber",24,1G,Fiber,4,10Gbps,No,No,PoE+,No,Fanless,No,Dual DC,Basic L3,"rugged, PoE,  Redundant PSU, DC Power",IE9300: 16x PoE+ 1G Copper and 8x 1G Fiber downlinks and 4x 10G Fiber uplinks Rugged,,https://www.cisco.com/c/en/us/support/switches/catalyst-ie9300-rugged-series/series.html
Cisco Business,CBS220,Rack,CBS220-8T-E-2G,Access,Copper,8,1G,Fiber,2,1Gbps,No,No,,No,Fanless,No,Fixed AC,Layer 2 Access,"smart managed, SMB",CBS220: 8x 1G Copper downlinks and 2x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-8P-E-2G,Access,Copper,8,1G,Fiber,2,1Gbps,No,No,PoE+,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 8x PoE+ 1G Copper downlinks and 2x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-8FP-E-2G,Access,Copper,8,1G,Fiber,2,1Gbps,No,No,PoE+ (Full),No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 8x PoE+ (Full) 1G Copper downlinks and 2x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-16T-2G,Access,Copper,16,1G,Fiber,2,1Gbps,No,No,,No,Fanless,No,Fixed AC,Layer 2 Access,"smart managed, SMB",CBS220: 16x 1G Copper downlinks and 2x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-16P-2G,Access,Copper,16,1G,Fiber,2,1Gbps,No,No,PoE+,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 16x PoE+ 1G Copper downlinks and 2x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
