Family,Supertype,Switch Type,Model,Switch Category,Downlink Type,Downlink Port Count,Downlink Port speed,Uplink Port type,Uplink port count,Uplink Speed,Modules supported,Line Cards Supported,PoE type,Unified Architecture,Fans,Stacking,Power supply,Layer3 support,Features,Description,Notes,Datasheet
Catalyst,C1300,Rack,C1300-24T-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 24x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-24P-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Fan, SMB",C1300: 24x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-24FP-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Fan, SMB",C1300: 24x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-48T-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 48x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-48P-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Fan, SMB",C1300: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-48FP-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Fan, SMB",C1300: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-8MGP-2X,Access,Copper,8,2.5G,Fiber,2,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300: 8x PoE+ 2.5G Copper downlinks and 2x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-24MGP-4X,Access,Copper,24,2.5G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300: 24x PoE+ 2.5G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-48MGP-4X,Access,Copper,48,2.5G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300: 48x PoE+ 2.5G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-12XT-2X,Access,Copper,12,10G,Fiber,2,10Gbps,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 12x 10G Copper downlinks and 2x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-12XS,Access,"Copper, Fiber",12,10G,,0,,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 12x 10G Copper/ Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-16XTS,Access,"Copper, Fiber",16,10G,,0,,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 16x 10G Copper/ Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-24XS,Access,"Copper, Fiber",24,10G,,0,,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 24x 10G Copper/ Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-24XT,Access,Copper,24,10G,,0,,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 24x 10G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300,Rack,C1300-24XTS,Access,Hybrid,24,10G,,0,,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300: 24x 10G Hybrid downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-24T-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300X: 24x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-48T-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,,No,Fixed,Yes,Fixed,L2 Access,"Stacking, Fan, SMB",C1300X: 48x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-24P-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Fan, SMB",C1300X: 24x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-48P-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Fan, SMB",C1300X: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-24MU-4X,Access,Copper,24,2.5G,Fiber,4,10Gbps,No,,UPOE,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300X: 24x UPOE 2.5G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-10NU-2X,Access,Copper,10,5G,Fiber,2,10Gbps,No,,UPOE,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300X: 10x UPOE 5G Copper downlinks and 2x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-24NGU-4X,Access,Copper,24,5G,Fiber,4,10Gbps,No,,UPOE,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300X: 24x UPOE 5G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C1300X,Rack,C1300X-48NGU-4X,Access,Copper,48,5G,Fiber,4,10Gbps,No,,UPOE,No,Fixed,Yes,Fixed,L2 Access,"PoE, Stacking, Multigigabit, Fan, SMB",C1300X: 48x UPOE 5G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1200-series-switches/nb-06-cat1200-1300-ser-aag-cte-en.pdf
Catalyst,C9200,Rack,C9200-24T,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,,No,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9200: 24x 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-24P,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9200: 24x PoE+ 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-24PB,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9200: 24x PoE+ 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-24PXG,Access,Copper,24,10G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan","C9200: 24 ports full PoE+ (8 mGig ports up to 10G, 16 ports up to 1G) and Modular uplinks","No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-48T,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,,No,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9200: 48x 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-48P,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9200: 48x PoE+ 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-48PL,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9200: 48x PoE+ 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-48PB,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9200: 48x PoE+ 1G Copper downlinks and Modular uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Rack,C9200-48PXG,Access,Copper,48,10G,Modular,Modular,Modular,Yes,,PoE+,No,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan","C9200: 48 ports full PoE+ (8 mGig ports up to 10G, 40 ports up to 1G) and Modular uplinks","No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Module,C9200-NM-2Y,Access,,,,Fiber,2,25Gbps,,,,No,,,,,,C9200: 2x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Module,C9200-NM-2Q,Access,,,,Fiber,2,40Gbps,,,,No,,,,,,C9200: 2x 40Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Module,C9200-NM-4G,Access,,,,Fiber,4,1Gbps,,,,No,,,,,,C9200: 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Module,C9200-NM-4X,Access,,,,Fiber,4,10Gbps,,,,No,,,,,,C9200: 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200,Module,C9200-NM-BLANK,Access,,,,,0,,,,,No,,,,,,,,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-24T-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking, Redundant PSU, Fan",C9200L: 24x 1G Copper downlinks and 4x 1Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-24P-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Redundant PSU, Fan",C9200L: 24x PoE+ 1G Copper downlinks and 4x 1Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48T-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking, Redundant PSU, Fan",C9200L: 48x 1G Copper downlinks and 4x 1Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48P-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Redundant PSU, Fan",C9200L: 48x PoE+ 1G Copper downlinks and 4x 1Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48PL-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Redundant PSU, Fan",C9200L: 48x PoE+ 1G Copper downlinks and 4x 1Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-24T-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking, Redundant PSU, Fan",C9200L: 24x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-24P-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Redundant PSU, Fan",C9200L: 24x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48T-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking, Redundant PSU, Fan",C9200L: 48x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48P-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Redundant PSU, Fan",C9200L: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48PL-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Redundant PSU, Fan",C9200L: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,"No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-24PXG-4X,Access,Copper,24,10G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit, Redundant PSU, Fan","C9200L: 24 ports full PoE+ (8 mGig ports up to 10G, 16 ports up to 1G) and 4x 10Gbps Fiber uplinks","No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48PXG-4X,Access,Copper,48,10G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit, Redundant PSU, Fan","C9200L: 48 ports full POE+ (12 mGig ports up to 10G, 36 ports up to 1G) and 4x 10Gbps Fiber uplinks","No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-24PXG-2Y,Access,Copper,24,10G,Fiber,2,25Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit, Redundant PSU, Fan","C9200L: 24 ports full PoE+ (8 mGig ports up to 10G, 16 ports up to 1G) and 2x 25Gbps Fiber uplinks","No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200L,Rack,C9200L-48PXG-2Y,Access,Copper,48,10G,Fiber,2,25Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit, Redundant PSU, Fan","C9200L: 48 ports full POE+ (12 mGig ports up to 10G, 36 ports up to 1G) and 2x 25Gbps Fiber uplinks","No support for BGP, PTP, MACSEC-256 on 9200/9200L series",https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-12T-2X2G,Access,Copper,12,1G,"Copper, Fiber",4,"1Gbps, 10Gbps",No,,,No,Fanless,No,Fixed,Full L3,,C9200CX: 12x 1G Copper downlinks and 4x 1Gbps / 10Gbps Copper + Fiber uplinks,No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-12P-2X2G,Access,Copper,12,1G,"Copper, Fiber",4,"1Gbps, 10Gbps",No,,PoE+,No,Fanless,No,Fixed,Full L3,PoE,C9200CX: 12x PoE+ 1G Copper downlinks and 4x 1Gbps / 10Gbps Copper + Fiber uplinks,No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-8P-2X2G,Access,Copper,8,1G,"Copper, Fiber",4,"1Gbps, 10Gbps",No,,PoE+,No,Fanless,No,Fixed,Full L3,PoE,C9200CX: 8x PoE+ 1G Copper downlinks and 4x 1Gbps / 10Gbps Copper + Fiber uplinks,No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-8UXG-2X,Access,Copper,8,10G,Fiber,2,10Gbps,No,,UPOE,No,Fanless,No,Fixed,Full L3,"PoE, Multigigabit","C9200CX: 8 ports UPOE (4 mGig ports up to 10G, 4 ports up to 1G) and 2x 10Gbps Fiber uplinks",No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-12P-2XGH,Access,Copper,12,1G,"Copper, Fiber",4,"1Gbps, 10Gbps",No,,PoE+,No,Fanless,No,Fixed,Full L3,PoE,C9200CX: 12x PoE+ 1G Copper downlinks and 4x 1Gbps / 10Gbps Copper + Fiber uplinks,No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-8P-2XGH,Access,Copper,8,1G,"Copper, Fiber",4,"1Gbps, 10Gbps",No,,PoE+,No,Fanless,No,Fixed,Full L3,PoE,C9200CX: 8x PoE+ 1G Copper downlinks and 4x 1Gbps / 10Gbps Copper + Fiber uplinks,No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-8UXG-2XH,Access,Copper,8,10G,Fiber,2,10Gbps,No,,UPOE,No,Fanless,No,Fixed,Full L3,"PoE, Multigigabit","C9200CX:8 ports UPOE (4 mGig ports up to 10G, 4 ports up to 1G) and 2x 10Gbps Fiber uplinks",No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9200CX,Rack,C9200CX-8PT-2G,Access,Copper,8,1G,Copper,2,1Gbps,No,,PoE+,No,Fanless,No,Fixed,Full L3,PoE,C9200CX: 8x PoE+ 1G Copper downlinks and 2x 1Gbps Copper uplinks,No support for stacking!,https://www.cisco.com/c/en/us/products/switches/catalyst-9200-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24T,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9300: 24x 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24P,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 24x PoE+ 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24U,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 24x UPOE 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24UB,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 24x UPOE 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24H,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 24x UPOE+ 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24UX,Access,Copper,24,10G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300: 24x UPOE 10G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24UXB,Access,Copper,24,10G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300: 24x UPOE 10G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48T,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9300: 48x 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48P,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 48x PoE+ 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48U,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 48x UPOE 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48UB,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 48x UPOE 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
